nr articolo,budget/consuntivo,Nr. Ordine di produzione,Descrizione,Nr. Area di produzione,Risorsa,Tempo risorsa,Quantità di output
ART0002070,BUDGET,ODP17-01405,Fresatura,A30,RIS7,0.75,1.00
ART0002015,BUDGET,ODP17-01405,Fresatura,A30,RIS7,0.50,1.00
ART0001762,BUDGET,ODP17-01406,Fresatura,A30,RIS7,0.25,0.00
ART0000645,BUDGET,ODP17-01693,Tornitura,A20,RIS1,6.00,23.00
ART0001762,BUDGET,ODP17-01406,Fresatura,A30,RIS7,1.00,1.00
ART0000645,BUDGET,ODP17-01693,Fresatura,A30,RIS1,0.00,0.00
ART0000645,BUDGET,ODP17-01693,Controllo qualità,CQ,RIS16,0.00,23.00
ART0004944,BUDGET,ODP17-01515,Tornitura,A20,RIS2,1.75,8.00
ART0001813,BUDGET,ODP17-01277,Fresatura,A30,RIS7,1.50,4.00
ART0004944,BUDGET,ODP17-01515,Controllo qualità,CQ,RIS16,0.00,8.00
ART0000795,BUDGET,ODP17-01092,Montaggio,A40,RIS4,3.50,19.00
ART0005091,BUDGET,ODP17-01515,Fresatura,A30,RIS9,1.00,4.00
ART0000795,BUDGET,ODP17-01092,Controllo qualità,CQ,RIS16,0.00,19.00
ART0000625,BUDGET,ODP17-01693,Fresatura,A30,RIS9,3.50,5.00
ART0002740,BUDGET,ODP17-01511,Fresatura,A30,RIS7,3.50,40.00
ART0002740,BUDGET,ODP17-01511,Fresatura,A30,RIS7,2.00,0.00
ART0004942,BUDGET,ODP17-01515,Fresatura,A30,RIS9,2.15,8.00
ART0004942,BUDGET,ODP17-01515,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001783,BUDGET,ODP17-01509,Fresatura,A30,RIS7,3.00,6.00
ART0001866,BUDGET,ODP17-01092,Controllo qualità,CQ,RIS16,0.00,40.00
ART0000690,BUDGET,ODP17-01508,Tornitura,A20,RIS14,2.50,10.00
ART0001786,BUDGET,ODP17-01982,Tornitura,A20,RIS14,3.00,8.00
ART0000635,BUDGET,ODP17-01693,Fresatura,A30,RIS9,2.00,10.00
ART0000635,BUDGET,ODP17-01693,Controllo qualità,CQ,RIS16,0.00,10.00
ART0000690,BUDGET,ODP17-01508,Controllo qualità,CQ,RIS16,0.00,10.00
ART0004385,BUDGET,ODP17-01506,Tornitura,A20,RIS2,2.25,41.00
ART0004385,BUDGET,ODP17-01506,Controllo qualità,CQ,RIS16,0.00,41.00
ART0000627,BUDGET,ODP17-01693,Fresatura,A30,RIS9,4.00,20.00
ART0004202,BUDGET,ODP17-01566,Fresatura,A30,RIS9,0.50,1.00
ART0001786,BUDGET,ODP17-01982,Fresatura,A30,RIS7,2.75,8.00
ART0001786,BUDGET,ODP17-01982,Fresatura,A30,RIS7,-0.50,0.00
ART0002882,BUDGET,ODP17-01760,Fresatura,A30,RIS7,1.50,0.00
ART0002882,BUDGET,ODP17-01760,Fresatura,A30,RIS7,0.75,1.00
ART0002882,BUDGET,ODP17-01760,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002015,BUDGET,ODP17-01405,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001762,BUDGET,ODP17-01406,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001813,BUDGET,ODP17-01277,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002896,BUDGET,ODP17-01403,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002895,BUDGET,ODP17-01403,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001898,BUDGET,ODP17-01982,Tornitura,A20,RIS14,6.00,8.00
ART0004946,BUDGET,ODP17-01515,Controllo qualità,CQ,RIS16,0.00,16.00
ART0005091,BUDGET,ODP17-01515,Controllo qualità,CQ,RIS16,0.00,4.00
ART0004947,BUDGET,ODP17-01515,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001898,BUDGET,ODP17-01982,Fresatura,A30,RIS7,4.00,8.00
ART0001898,BUDGET,ODP17-01982,Brocciatura / stozzatrice,A33,RIS13,1.00,8.00
ART0001898,BUDGET,ODP17-01982,Fresatura,A30,RIS7,1.25,0.00
ART0000129,BUDGET,ODP17-01503,Tornitura,A20,RIS1,2.00,5.00
ART0002860,BUDGET,ODP17-02266,Fresatura,A30,RIS9,1.50,0.00
ART0002859,BUDGET,ODP17-02266,Fresatura,A30,RIS9,1.50,0.00
ART0002860,BUDGET,ODP17-02266,Fresatura,A30,RIS9,0.25,0.00
ART0002859,BUDGET,ODP17-02266,Fresatura,A30,RIS9,0.25,0.00
ART0002859,BUDGET,ODP17-02266,Fresatura,A30,RIS9,7.15,7.00
ART0001659,BUDGET,ODP17-01517,Tornitura,A20,RIS2,2.50,24.00
ART0002860,BUDGET,ODP17-02266,Fresatura,A30,RIS9,5.75,7.00
ART0001897,BUDGET,ODP17-02385,Fresatura,A30,RIS7,2.50,0.00
ART0002042,BUDGET,ODP17-02266,Tornitura,A20,RIS14,4.00,7.00
ART0001897,BUDGET,ODP17-02385,Tornitura,A20,RIS14,7.50,20.00
ART0001659,BUDGET,ODP17-01517,Controllo qualità,CQ,RIS16,0.00,24.00
ART0001786,BUDGET,ODP17-01982,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001628,BUDGET,ODP17-01517,Tornitura,A20,RIS4,3.00,30.00
ART0001628,BUDGET,ODP17-01517,Controllo qualità,CQ,RIS16,0.00,30.00
ART0001897,BUDGET,ODP17-02385,Fresatura,A30,RIS7,6.50,20.00
ART0001897,BUDGET,ODP17-02385,Fresatura,A30,RIS7,0.25,0.00
ART0002042,BUDGET,ODP17-02266,Fresatura,A30,RIS7,1.25,0.00
ART0001874,BUDGET,ODP17-01406,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001895,BUDGET,ODP17-01509,Controllo qualità,CQ,RIS16,0.00,6.00
ART0000129,BUDGET,ODP17-01503,Tornitura,A20,RIS1,2.50,0.00
ART0000129,BUDGET,ODP17-01503,Fresatura,A30,RIS1,0.01,0.00
ART0000125,BUDGET,ODP17-00418,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000627,BUDGET,ODP17-01693,Controllo qualità,CQ,RIS16,0.00,20.00
ART0000625,BUDGET,ODP17-01693,Controllo qualità,CQ,RIS16,0.00,5.00
ART0000630,BUDGET,ODP17-00857,Controllo qualità,CQ,RIS16,0.00,21.00
ART0002042,BUDGET,ODP17-02266,Fresatura,A30,RIS7,1.25,7.00
ART0001868,BUDGET,ODP17-02386,Fresatura,A30,RIS7,5.25,0.00
ART0002133,BUDGET,ODP17-02266,Tornitura,A20,RIS2,4.50,7.00
ART0000644,BUDGET,ODP17-02392,Fresatura,A30,RIS9,6.75,0.00
ART0001868,BUDGET,ODP17-02386,Tornitura,A20,RIS14,1.00,50.00
ART0001868,BUDGET,ODP17-02386,Tornitura,A20,RIS14,8.50,0.00
ART0001868,BUDGET,ODP17-02386,Tornitura,A20,RIS14,1.50,0.00
ART0002133,BUDGET,ODP17-02266,Tornitura,A20,RIS2,1.00,0.00
ART0001868,BUDGET,ODP17-02386,Fresatura,A30,RIS7,3.00,50.00
ART0002133,BUDGET,ODP17-02266,Fresatura,A30,RIS7,0.50,7.00
ART0000644,BUDGET,ODP17-02392,Fresatura,A30,RIS9,6.75,32.00
ART0003195,BUDGET,ODP17-02572,Fresatura,A30,RIS7,1.50,2.00
ART0003195,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001898,BUDGET,ODP17-02529,Tornitura,A20,RIS14,4.00,10.00
ART0001898,BUDGET,ODP17-02529,Tornitura,A20,RIS14,2.00,0.00
ART0001615,BUDGET,ODP17-02266,Fresatura,A30,RIS7,3.25,28.00
ART0001898,BUDGET,ODP17-02529,Fresatura,A30,RIS7,4.50,0.00
ART0001422,BUDGET,ODP17-02267,Tornitura,A20,RIS2,1.75,24.00
ART0001898,BUDGET,ODP17-02529,Fresatura,A30,RIS7,1.50,10.00
ART0001898,BUDGET,ODP17-02529,Brocciatura / stozzatrice,A33,RIS13,1.00,10.00
ART0002860,BUDGET,ODP17-02266,Controllo qualità,CQ,RIS16,0.00,7.00
ART0002859,BUDGET,ODP17-02266,Controllo qualità,CQ,RIS16,0.00,7.00
ART0001868,BUDGET,ODP17-02386,Tornitura,A20,RIS14,-8.50,0.00
ART0001868,BUDGET,ODP17-02386,Tornitura,A20,RIS14,8.50,0.00
ART0001908,BUDGET,ODP17-02529,Tornitura,A20,RIS14,3.00,15.00
ART0001908,BUDGET,ODP17-02529,Fresatura,A30,RIS7,5.00,14.00
ART0002598,BUDGET,ODP17-02388,Tornitura,A20,RIS2,0.50,0.00
ART0002598,BUDGET,ODP17-02388,Tornitura,A20,RIS2,0.25,1.00
ART0003164,BUDGET,ODP17-02388,Tornitura,A20,RIS2,2.25,1.00
ART0002886,BUDGET,ODP17-02388,Tornitura,A20,RIS2,1.50,1.00
ART0004410,BUDGET,ODP17-02240,Tornitura,A20,RIS14,1.25,2.00
ART0001940,BUDGET,ODP17-02757,Tornitura,A20,RIS2,0.75,2.00
ART0001940,BUDGET,ODP17-02757,Tornitura,A20,RIS14,2.00,0.00
ART0002598,BUDGET,ODP17-02388,Fresatura,A30,RIS7,1.00,1.00
ART0000312,BUDGET,ODP17-01503,Controllo qualità,CQ,RIS16,0.00,32.00
ART0004084,BUDGET,ODP17-01093,Montaggio,A40,RIS9,3.15,0.00
ART0001263,BUDGET,ODP17-02388,Tornitura,A20,RIS2,0.25,1.00
ART0001261,BUDGET,ODP17-02388,Tornitura,A20,RIS2,0.25,1.00
ART0001587,BUDGET,ODP17-02388,Tornitura,A20,RIS2,0.50,3.00
ART0001786,BUDGET,ODP17-02529,Tornitura,A20,RIS14,1.50,10.00
ART0000643,BUDGET,ODP17-02240,Tornitura,A20,RIS2,1.50,51.00
ART0003268,BUDGET,ODP17-02265,Tornitura,A20,RIS2,0.08,1.00
ART0001807,BUDGET,ODP17-02480,Tornitura,A20,RIS13,3.00,0.00
ART0002886,BUDGET,ODP17-02388,Fresatura,A30,RIS7,2.00,1.00
ART0001830,BUDGET,ODP17-02757,Tornitura,A20,RIS14,2.50,2.00
ART0001830,BUDGET,ODP17-02757,Fresatura,A30,RIS7,1.25,2.00
ART0002042,BUDGET,ODP17-02266,Controllo qualità,CQ,RIS16,0.00,7.00
ART0001921,BUDGET,ODP17-01273,Controllo qualità,CQ,RIS16,0.00,11.00
ART0000628,BUDGET,ODP17-02528,Fresatura,A30,RIS9,9.00,0.00
ART0001886,BUDGET,ODP17-01410,Controllo qualità,CQ,RIS16,0.00,12.00
ART0003164,BUDGET,ODP17-02388,Tornitura,A20,RIS2,0.50,0.00
ART0001785,BUDGET,ODP17-02385,Tornitura,A20,RIS14,3.50,20.00
ART0002886,BUDGET,ODP17-02388,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001786,BUDGET,ODP17-02529,Tornitura,A20,RIS14,1.50,0.00
ART0000752,BUDGET,ODP17-01273,Montaggio,A40,RIS4,1.00,6.00
ART0000850,BUDGET,ODP17-02710,Montaggio,A40,RIS4,0.25,3.00
ART0000782,BUDGET,ODP17-01509,Controllo qualità,CQ,RIS16,0.00,5.00
ART0000850,BUDGET,ODP17-02710,Controllo qualità,CQ,RIS16,0.00,3.00
ART0000752,BUDGET,ODP17-01273,Controllo qualità,CQ,RIS16,0.00,6.00
ART0000757,BUDGET,ODP17-01406,Controllo qualità,CQ,RIS16,0.00,1.00
ART0004410,BUDGET,ODP17-02240,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001940,BUDGET,ODP17-02757,Tornitura,A20,RIS2,4.50,0.00
ART0001785,BUDGET,ODP17-02385,Fresatura,A30,RIS7,7.00,20.00
ART0001785,BUDGET,ODP17-02385,Controllo qualità,CQ,RIS16,0.00,20.00
ART0001940,BUDGET,ODP17-02757,Fresatura,A30,RIS7,1.25,0.00
ART0000628,BUDGET,ODP17-02528,Fresatura,A30,RIS9,9.00,11.00
ART0000643,BUDGET,ODP17-02240,Controllo qualità,CQ,RIS16,0.00,51.00
ART0001940,BUDGET,ODP17-02757,Fresatura,A30,RIS7,1.25,2.00
ART0000848,BUDGET,ODP17-01410,Montaggio,A40,RIS4,2.50,13.00
ART0000129,BUDGET,ODP17-01503,Controllo qualità,CQ,RIS16,0.00,5.00
ART0001807,BUDGET,ODP17-02480,Tornitura,A20,RIS14,6.50,60.00
ART0001807,BUDGET,ODP17-02480,Tornitura,A20,RIS14,5.50,0.00
ART0001786,BUDGET,ODP17-02529,Fresatura,A30,RIS7,2.50,10.00
ART0003268,BUDGET,ODP17-02265,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001263,BUDGET,ODP17-02388,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001261,BUDGET,ODP17-02388,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001807,BUDGET,ODP17-02480,Fresatura,A30,RIS7,0.50,0.00
ART0001587,BUDGET,ODP17-02388,Controllo qualità,CQ,RIS16,0.00,3.00
ART0001615,BUDGET,ODP17-02266,Controllo qualità,CQ,RIS16,0.00,28.00
ART0000795,BUDGET,ODP17-02384,Montaggio,A40,RIS4,3.00,10.00
ART0000795,BUDGET,ODP17-02384,Controllo qualità,CQ,RIS16,0.00,10.00
ART0002041,BUDGET,ODP17-02266,Tornitura,A20,RIS14,2.50,7.00
ART0002041,BUDGET,ODP17-02266,Tornitura,A20,RIS14,1.50,0.00
ART0001807,BUDGET,ODP17-02480,Fresatura,A30,RIS7,4.00,0.00
ART0002148,BUDGET,ODP17-02856,Tornitura,A20,RIS14,3.50,6.00
ART0001908,BUDGET,ODP17-02529,Controllo qualità,CQ,RIS16,0.00,14.00
ART0005136,BUDGET,ODP17-02965,Tornitura,A20,RIS2,1.25,3.00
ART0001422,BUDGET,ODP17-02267,Controllo qualità,CQ,RIS16,0.00,24.00
ART0005136,BUDGET,ODP17-02965,Fresatura,A30,RIS9,3.00,3.00
ART0001989,BUDGET,ODP17-02503,Tornitura,A20,RIS14,1.00,12.00
ART0000697,BUDGET,ODP17-02601,Tornitura,A20,RIS2,3.25,4.00
ART0001807,BUDGET,ODP17-02480,Fresatura,A30,RIS7,4.25,0.00
ART0002504,BUDGET,ODP17-02529,Tornitura,A20,RIS14,4.00,16.00
ART0002041,BUDGET,ODP17-02266,Fresatura,A30,RIS7,1.00,7.00
ART0001898,BUDGET,ODP17-01982,Controllo qualità,CQ,RIS16,0.00,8.00
ART0000893,BUDGET,ODP17-02242,Tornitura,A20,RIS2,3.25,2.00
ART0001989,BUDGET,ODP17-02503,Controllo qualità,CQ,RIS16,0.00,12.00
ART0001807,BUDGET,ODP17-02480,Fresatura,A30,RIS7,1.75,0.00
ART0001917,BUDGET,ODP17-02480,Tornitura,A20,RIS1,8.00,0.00
ART0001807,BUDGET,ODP17-02480,Fresatura,A30,RIS7,1.25,60.00
ART0002148,BUDGET,ODP17-02856,Fresatura,A30,RIS7,1.50,6.00
ART0002504,BUDGET,ODP17-02529,Fresatura,A30,RIS7,1.25,0.00
ART0002504,BUDGET,ODP17-02529,Fresatura,A30,RIS7,2.00,16.00
ART0005028,BUDGET,ODP17-02243,Tornitura,A20,RIS14,1.50,0.00
ART0005028,BUDGET,ODP17-02243,Tornitura,A20,RIS14,2.00,0.00
ART0001830,BUDGET,ODP17-02757,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001786,BUDGET,ODP17-02529,Controllo qualità,CQ,RIS16,0.00,10.00
ART0005028,BUDGET,ODP17-02243,Fresatura,A30,RIS7,3.75,1.00
ART0000748,BUDGET,ODP17-02386,Controllo qualità,CQ,RIS16,0.00,49.00
ART0001636,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001917,BUDGET,ODP17-02480,Tornitura,A20,RIS1,6.00,0.00
ART0001917,BUDGET,ODP17-02480,Tornitura,A20,RIS1,8.00,0.00
ART0002271,BUDGET,ODP17-02892,Tornitura,A20,RIS14,1.00,2.00
ART0002271,BUDGET,ODP17-02892,Tornitura,A20,RIS14,1.00,0.00
ART0002228,BUDGET,ODP17-02572,Tornitura,A20,RIS14,1.50,2.00
ART0002228,BUDGET,ODP17-02572,Tornitura,A20,RIS14,0.50,0.00
ART0002263,BUDGET,ODP17-02572,Tornitura,A20,RIS14,1.00,1.00
ART0000804,BUDGET,ODP17-02889,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000783,BUDGET,ODP17-01982,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000804,BUDGET,ODP17-01277,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002263,BUDGET,ODP17-02572,Fresatura,A30,RIS7,0.75,1.00
ART0002228,BUDGET,ODP17-02572,Fresatura,A30,RIS7,0.75,2.00
ART0002271,BUDGET,ODP17-02892,Fresatura,A30,RIS7,1.00,2.00
ART0001493,BUDGET,ODP17-02572,Tornitura,A20,RIS2,0.75,1.00
ART0001497,BUDGET,ODP17-02892,Tornitura,A20,RIS2,1.00,2.00
ART0001917,BUDGET,ODP17-02480,Tornitura,A20,RIS1,8.00,0.00
ART0001917,BUDGET,ODP17-02480,Tornitura,A20,RIS1,4.00,59.00
ART0001497,BUDGET,ODP17-02892,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001493,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.00,1.00
ART0005028,BUDGET,ODP17-02243,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002829,BUDGET,ODP17-02892,Tornitura,A20,RIS2,2.50,6.00
ART0002829,BUDGET,ODP17-02892,Controllo qualità,CQ,RIS16,0.00,6.00
ART0000893,BUDGET,ODP17-02242,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001939,BUDGET,ODP17-02941,Tornitura,A20,RIS14,1.50,1.00
ART0000893,BUDGET,ODP17-02242,Tornitura,A20,RIS14,2.50,0.00
ART0000644,BUDGET,ODP17-02392,Controllo qualità,CQ,RIS16,0.00,31.00
ART0002133,BUDGET,ODP17-02266,Controllo qualità,CQ,RIS16,0.00,7.00
ART0002366,BUDGET,ODP17-02988,Tornitura,A20,RIS14,4.50,16.00
ART0002012,BUDGET,ODP17-02685,Tornitura,A20,RIS2,1.00,1.00
ART0002793,BUDGET,ODP17-02988,Fresatura,A30,RIS7,7.75,60.00
ART0002793,BUDGET,ODP17-02988,Fresatura,A30,RIS7,0.75,0.00
ART0002041,BUDGET,ODP17-02266,Controllo qualità,CQ,RIS16,0.00,7.00
ART0002148,BUDGET,ODP17-02856,Controllo qualità,CQ,RIS16,0.00,6.00
ART0002012,BUDGET,ODP17-02685,Fresatura,A30,RIS7,0.50,1.00
ART0002224,BUDGET,ODP17-02988,Tornitura,A20,RIS14,4.00,16.00
ART0002228,BUDGET,ODP17-02572,Tornitura,A20,RIS14,0.50,0.00
ART0001939,BUDGET,ODP17-02941,Fresatura,A30,RIS7,2.25,1.00
ART0002012,BUDGET,ODP17-02685,Tornitura,A20,RIS2,1.00,0.00
ART0002224,BUDGET,ODP17-02988,Fresatura,A30,RIS7,2.75,16.00
ART0002366,BUDGET,ODP17-02988,Fresatura,A30,RIS7,0.25,0.00
ART0002504,BUDGET,ODP17-02529,Controllo qualità,CQ,RIS16,0.00,16.00
ART0002012,BUDGET,ODP17-02685,Controllo qualità,CQ,RIS16,0.00,1.00
ART0005136,BUDGET,ODP17-00667,Montaggio,A40,RIS4,8.00,0.00
ART0005136,BUDGET,ODP17-00667,Montaggio,A40,RIS4,8.00,0.00
ART0002455,BUDGET,ODP17-02572,Tornitura,A20,RIS2,1.00,0.00
ART0002455,BUDGET,ODP17-02572,Tornitura,A20,RIS2,3.00,0.00
ART0001391,BUDGET,ODP17-02529,Tornitura,A20,RIS14,1.75,39.00
ART0001391,BUDGET,ODP17-02529,Controllo qualità,CQ,RIS16,0.00,39.00
ART0002366,BUDGET,ODP17-02988,Fresatura,A30,RIS7,2.25,16.00
ART0002455,BUDGET,ODP17-02572,Tornitura,A20,RIS2,2.45,1.00
ART0002455,BUDGET,ODP17-02572,Fresatura,A30,RIS2,0.30,0.00
ART0002866,BUDGET,ODP17-03076,Tornitura,A20,RIS14,2.00,2.00
ART0001745,BUDGET,ODP17-02572,Tornitura,A20,RIS2,5.25,1.00
ART0003189,BUDGET,ODP17-02988,Fresatura,A30,RIS7,2.00,52.00
ART0003189,BUDGET,ODP17-02988,Controllo qualità,CQ,RIS16,0.00,52.00
ART0001739,BUDGET,ODP17-02942,Tornitura,A20,RIS14,2.00,3.00
ART0002456,BUDGET,ODP17-02572,Tornitura,A20,RIS2,2.75,1.00
ART0002958,BUDGET,ODP17-02572,Tornitura,A20,RIS14,1.50,2.00
ART0002988,BUDGET,ODP17-02572,Tornitura,A20,RIS2,2.50,1.00
ART0002990,BUDGET,ODP17-02572,Tornitura,A20,RIS14,1.50,1.00
ART0002989,BUDGET,ODP17-02572,Tornitura,A20,RIS2,1.75,1.00
ART0002580,BUDGET,ODP17-02572,Tornitura,A20,RIS2,1.00,0.00
ART0001514,BUDGET,ODP17-02757,Tornitura,A20,RIS14,1.00,2.00
ART0001514,BUDGET,ODP17-02757,Tornitura,A20,RIS14,0.50,0.00
ART0001733,BUDGET,ODP17-02883,Tornitura,A20,RIS14,2.00,16.00
ART0002580,BUDGET,ODP17-02572,Tornitura,A20,RIS2,0.50,0.00
ART0002580,BUDGET,ODP17-02572,Tornitura,A20,RIS2,2.00,1.00
ART0002959,BUDGET,ODP17-02572,Tornitura,A20,RIS2,0.75,2.00
ART0002262,BUDGET,ODP17-02572,Tornitura,A20,RIS14,1.50,1.00
ART0002263,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002228,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002271,BUDGET,ODP17-02892,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002793,BUDGET,ODP17-02988,Controllo qualità,CQ,RIS16,0.00,60.00
ART0001637,BUDGET,ODP17-02572,Tornitura,A20,RIS2,4.00,4.00
ART0002267,BUDGET,ODP17-03149,Tornitura,A20,RIS14,2.00,4.00
ART0002267,BUDGET,ODP17-03149,Tornitura,A20,RIS14,0.50,0.00
ART0001807,BUDGET,ODP17-02480,Controllo qualità,CQ,RIS16,0.00,60.00
ART0001733,BUDGET,ODP17-02883,Fresatura,A30,RIS9,1.00,16.00
ART0000628,BUDGET,ODP17-02528,Controllo qualità,CQ,RIS16,0.00,11.00
ART0002580,BUDGET,ODP17-02572,Fresatura,A30,RIS9,1.00,1.00
ART0002262,BUDGET,ODP17-02572,Fresatura,A30,RIS9,1.00,1.00
ART0002958,BUDGET,ODP17-02572,Fresatura,A30,RIS9,0.75,2.00
ART0002990,BUDGET,ODP17-02572,Fresatura,A30,RIS9,1.25,1.00
ART0002958,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001185,BUDGET,ODP17-03076,Tornitura,A20,RIS2,5.50,4.00
ART0001889,BUDGET,ODP17-03075,Tornitura,A20,RIS14,2.00,2.00
ART0002581,BUDGET,ODP17-02572,Tornitura,A20,RIS2,1.25,1.00
ART0001889,BUDGET,ODP17-03075,Fresatura,A30,RIS9,1.00,0.00
ART0001889,BUDGET,ODP17-03075,Fresatura,A30,RIS9,0.75,2.00
ART0001252,BUDGET,ODP17-02892,Tornitura,A20,RIS2,4.25,2.00
ART0002140,BUDGET,ODP17-03150,Tornitura,A20,RIS14,1.75,2.00
ART0002139,BUDGET,ODP17-03150,Tornitura,A20,RIS14,1.75,2.00
ART0000795,BUDGET,ODP17-02882,Montaggio,A40,RIS4,3.50,10.00
ART0001741,BUDGET,ODP17-03214,Tornitura,A20,RIS14,2.00,1.00
ART0000783,BUDGET,ODP17-03148,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000795,BUDGET,ODP17-02882,Controllo qualità,CQ,RIS16,0.00,10.00
ART0002959,BUDGET,ODP17-02572,Fresatura,A30,RIS9,1.00,2.00
ART0002959,BUDGET,ODP17-02572,Tornitura,A20,RIS2,0.75,0.00
ART0001264,BUDGET,ODP17-02891,Tornitura,A20,RIS2,0.08,1.00
ART0002988,BUDGET,ODP17-02572,Fresatura,A30,RIS9,1.00,0.00
ART0001745,BUDGET,ODP17-02572,Fresatura,A30,RIS7,1.25,1.00
ART0001739,BUDGET,ODP17-02942,Fresatura,A30,RIS9,0.50,3.00
ART0001514,BUDGET,ODP17-02757,Fresatura,A30,RIS9,1.00,2.00
ART0002581,BUDGET,ODP17-02572,Fresatura,A30,RIS7,2.25,1.00
ART0002959,BUDGET,ODP17-02572,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005026,BUDGET,ODP17-02807,Tornitura,A20,RIS14,2.25,1.00
ART0002366,BUDGET,ODP17-02988,Controllo qualità,CQ,RIS16,0.00,16.00
ART0002224,BUDGET,ODP17-02988,Controllo qualità,CQ,RIS16,0.00,16.00
ART0002988,BUDGET,ODP17-02572,Fresatura,A30,RIS7,0.50,1.00
ART0002456,BUDGET,ODP17-02572,Fresatura,A30,RIS7,2.00,1.00
ART0002989,BUDGET,ODP17-02572,Fresatura,A30,RIS7,1.75,1.00
ART0001733,BUDGET,ODP17-02883,Tornitura,A20,RIS1,4.00,0.00
ART0001733,BUDGET,ODP17-02883,Saldatura,A11,RIS13,1.00,16.00
ART0002139,BUDGET,ODP17-03150,Fresatura,A30,RIS9,1.00,2.00
ART0001637,BUDGET,ODP17-02572,Fresatura,A30,RIS7,0.75,4.00
ART0001776,BUDGET,ODP17-03075,Tornitura,A20,RIS14,1.50,2.00
ART0001776,BUDGET,ODP17-03075,Tornitura,A20,RIS14,0.50,0.00
ART0002140,BUDGET,ODP17-03150,Fresatura,A30,RIS9,1.00,2.00
ART0002267,BUDGET,ODP17-03149,Fresatura,A30,RIS7,1.25,4.00
ART0001829,BUDGET,ODP17-02941,Tornitura,A20,RIS14,2.00,1.00
ART0001776,BUDGET,ODP17-03075,Fresatura,A30,RIS9,1.25,2.00
ART0001252,BUDGET,ODP17-02892,Fresatura,A30,RIS7,1.25,2.00
ART0001829,BUDGET,ODP17-02941,Fresatura,A30,RIS9,1.00,1.00
ART0002866,BUDGET,ODP17-03076,Fresatura,A30,RIS9,1.75,2.00
ART0001741,BUDGET,ODP17-03214,Fresatura,A30,RIS7,1.25,1.00
ART0001897,BUDGET,ODP17-02385,Controllo qualità,CQ,RIS16,0.00,20.00
ART0002866,BUDGET,ODP17-03076,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001940,BUDGET,ODP17-02757,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001185,BUDGET,ODP17-03076,Fresatura,A30,RIS7,1.50,4.00
ART0001185,BUDGET,ODP17-03076,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002919,BUDGET,ODP17-02892,Tornitura,A20,RIS2,0.50,2.00
ART0002918,BUDGET,ODP17-02892,Tornitura,A20,RIS2,0.50,2.00
ART0000762,BUDGET,ODP17-02385,Controllo qualità,CQ,RIS16,0.00,10.00
ART0003940,BUDGET,ODP17-03082,Tornitura,A20,RIS14,4.00,4.00
ART0003940,BUDGET,ODP17-03082,Tornitura,A20,RIS14,2.00,0.00
ART0002895,BUDGET,ODP17-03150,Fresatura,A30,RIS9,2.75,1.00
ART0002896,BUDGET,ODP17-03150,Fresatura,A30,RIS9,2.50,1.00
ART0002918,BUDGET,ODP17-02892,Tornitura,A20,RIS2,0.75,0.00
ART0003940,BUDGET,ODP17-03082,Fresatura,A30,RIS9,3.75,0.00
ART0001264,BUDGET,ODP17-02891,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000762,BUDGET,ODP17-02385,Montaggio,A40,RIS13,2.00,10.00
ART0002919,BUDGET,ODP17-02892,Tornitura,A20,RIS2,1.00,0.00
