Nr. movimento,Budget/cons,Tipo movimento,Codice MP,Tipo origine,Nr articolo,Nr. documento,Quantità MP impiegata,Importo costo (TOTALE)
24314,BUDGET,Consumo,ART0005423,Articolo,ART0004175,ODP16-16946,40.00,74.67
24315,BUDGET,Consumo,ART0003942,Articolo,ART0004084,ODP17-01093,1.00,599.25
24316,BUDGET,Consumo,ART0004176,Articolo,ART0004084,ODP17-01093,1.00,0.00
24317,BUDGET,Consumo,ART0004157,Articolo,ART0004084,ODP17-01093,1.00,18.00
24318,BUDGET,Consumo,ART0004168,Articolo,ART0004084,ODP17-01093,1.00,0.00
24319,BUDGET,Consumo,ART0004174,Articolo,ART0004084,ODP17-01093,1.00,15.72
24320,BUDGET,Consumo,ART0005251,Articolo,ART0004084,ODP17-01093,1.00,0.00
24321,BUDGET,Consumo,ART0004158,Articolo,ART0004084,ODP17-01093,1.00,8.93
24322,BUDGET,Consumo,ART0004159,Articolo,ART0004084,ODP17-01093,1.00,0.00
24323,BUDGET,Consumo,ART0004198,Articolo,ART0004084,ODP17-01093,1.00,0.00
24324,BUDGET,Consumo,ART0005252,Articolo,ART0004084,ODP17-01093,1.00,0.00
24325,BUDGET,Consumo,ART0005253,Articolo,ART0004084,ODP17-01093,2.00,0.00
24326,BUDGET,Consumo,ART0004196,Articolo,ART0004084,ODP17-01093,1.00,0.00
24327,BUDGET,Consumo,ART0005256,Articolo,ART0004084,ODP17-01093,1.00,0.00
24328,BUDGET,Consumo,ART0005255,Articolo,ART0004084,ODP17-01093,1.00,0.00
24329,BUDGET,Consumo,ART0005424,Articolo,ART0004084,ODP17-01093,2.00,0.00
24330,BUDGET,Consumo,ART0004147,Articolo,ART0004084,ODP17-01093,1.00,13.30
24331,BUDGET,Consumo,ART0004148,Articolo,ART0004084,ODP17-01093,1.00,5.56
24332,BUDGET,Consumo,ART0004149,Articolo,ART0004084,ODP17-01093,1.00,5.38
24333,BUDGET,Consumo,ART0004150,Articolo,ART0004084,ODP17-01093,1.00,0.00
24334,BUDGET,Consumo,ART0004151,Articolo,ART0004084,ODP17-01093,1.00,2.67
24335,BUDGET,Consumo,ART0004152,Articolo,ART0004084,ODP17-01093,1.00,11.83
24336,BUDGET,Consumo,ART0004153,Articolo,ART0004084,ODP17-01093,1.00,13.91
24337,BUDGET,Consumo,ART0005259,Articolo,ART0004084,ODP17-01093,1.00,2.00
24338,BUDGET,Consumo,ART0004155,Articolo,ART0004084,ODP17-01093,1.00,1.35
24339,BUDGET,Consumo,ART0004156,Articolo,ART0004084,ODP17-01093,1.00,4.15
24431,BUDGET,Consumo,ART0005427,Articolo,ART0003268,ODP17-02265,235.00,0.96
24432,BUDGET,Consumo,ART0001866,Articolo,ART0000795,ODP17-02384,10.00,1528.88
24433,BUDGET,Consumo,ART0001759,Articolo,ART0000795,ODP17-02384,10.00,337.59
24434,BUDGET,Consumo,ART0005137,Articolo,ART0000795,ODP17-02384,10.00,0.00
24435,BUDGET,Consumo,ART0005152,Articolo,ART0000795,ODP17-02384,10.00,0.00
24436,BUDGET,Consumo,ART0003832,Articolo,ART0000795,ODP17-02384,20.00,50.00
24437,BUDGET,Consumo,ART0005153,Articolo,ART0000795,ODP17-02384,10.00,3.64
24438,BUDGET,Consumo,ART0001886,Articolo,ART0000848,ODP17-01410,15.00,1270.84
24439,BUDGET,Consumo,ART0001775,Articolo,ART0000848,ODP17-01410,15.00,714.86
24440,BUDGET,Consumo,ART0001403,Articolo,ART0000848,ODP17-01410,15.00,75.00
24441,BUDGET,Consumo,ART0005222,Articolo,ART0000848,ODP17-01410,45.00,90.00
24442,BUDGET,Consumo,ART0005332,Articolo,ART0000848,ODP17-01410,30.00,39.50
24443,BUDGET,Consumo,ART0005283,Articolo,ART0000848,ODP17-01410,15.00,1.32
24444,BUDGET,Consumo,ART0001082,Articolo,ART0001886,ODP17-01410,2925.00,58.34
24447,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-02965,3.00,0.00
24452,BUDGET,Consumo,ART0005428,Articolo,ART0000697,ODP17-02601,160.00,1.68
24492,BUDGET,Consumo,ART0001923,Articolo,ART0000804,ODP17-01277,1.00,258.89
24493,BUDGET,Consumo,ART0001813,Articolo,ART0000804,ODP17-01277,1.00,63.84
24494,BUDGET,Consumo,ART0001989,Articolo,ART0000804,ODP17-01277,1.00,16.12
24495,BUDGET,Consumo,ART0005261,Articolo,ART0000804,ODP17-01277,1.00,0.00
24496,BUDGET,Consumo,ART0005262,Articolo,ART0000804,ODP17-01277,1.00,0.00
24497,BUDGET,Consumo,ART0005412,Articolo,ART0000804,ODP17-01277,1.00,0.49
24498,BUDGET,Consumo,ART0003832,Articolo,ART0000804,ODP17-01277,2.00,5.00
24499,BUDGET,Consumo,ART0005142,Articolo,ART0001923,ODP17-01277,483.00,29.05
24500,BUDGET,Consumo,ART0005429,Articolo,ART0001923,ODP17-01277,4.00,84.00
24501,BUDGET,Consumo,ART0005227,Articolo,ART0001813,ODP17-01277,378.00,55.57
24502,BUDGET,Consumo,ART0001898,Articolo,ART0000783,ODP17-01982,4.00,649.79
24503,BUDGET,Consumo,ART0001786,Articolo,ART0000783,ODP17-01982,4.00,186.33
24504,BUDGET,Consumo,ART0001391,Articolo,ART0000783,ODP17-01982,4.00,11.04
24505,BUDGET,Consumo,ART0001387,Articolo,ART0000783,ODP17-01982,4.00,5.00
24506,BUDGET,Consumo,ART0005139,Articolo,ART0000783,ODP17-01982,4.00,1.29
24507,BUDGET,Consumo,ART0003831,Articolo,ART0000783,ODP17-01982,12.00,30.00
24508,BUDGET,Consumo,ART0002504,Articolo,ART0000783,ODP17-01982,4.00,155.38
24509,BUDGET,Consumo,ART0005161,Articolo,ART0001898,ODP17-01982,920.00,139.08
24510,BUDGET,Consumo,ART0005148,Articolo,ART0001786,ODP17-01982,664.00,71.72
24511,BUDGET,Consumo,ART0005247,Articolo,ART0001261,ODP17-02388,110.00,0.26
24513,BUDGET,Consumo,ART0005247,Articolo,ART0001263,ODP17-02388,200.00,0.47
24516,BUDGET,Consumo,ART0005296,Articolo,ART0001587,ODP17-02388,465.00,0.18
24517,BUDGET,Consumo,ART0005232,Articolo,ART0002598,ODP17-02388,25.00,2.58
24521,BUDGET,Consumo,ART0005168,Articolo,ART0002886,ODP17-02388,55.00,5.40
24523,BUDGET,Consumo,ART0005430,Articolo,ART0003164,ODP17-02388,200.00,14.40
24536,BUDGET,Consumo,ART0005432,Articolo,ART0000748,ODP17-02386,49.00,171.50
24537,BUDGET,Consumo,ART0005433,Articolo,ART0000748,ODP17-02386,49.00,49.00
24538,BUDGET,Consumo,ART0005242,Articolo,ART0000748,ODP17-02386,98.00,125.44
24539,BUDGET,Consumo,ART0005243,Articolo,ART0000748,ODP17-02386,49.00,5.49
24540,BUDGET,Consumo,ART0001868,Articolo,ART0000748,ODP17-02386,49.00,1278.86
24541,BUDGET,Consumo,ART0001756,Articolo,ART0000748,ODP17-02386,49.00,950.00
24542,BUDGET,Consumo,ART0005434,Articolo,ART0001868,ODP17-02386,8000.00,142.46
24947,BUDGET,Consumo,ART0005316,Articolo,ART0001615,ODP17-02266,8680.00,34.72
24948,BUDGET,Consumo,ART0005436,Articolo,ART0002041,ODP17-02266,196.00,65.40
24949,BUDGET,Consumo,ART0005160,Articolo,ART0002042,ODP17-02266,210.00,44.88
24950,BUDGET,Consumo,ART0005437,Articolo,ART0002042,ODP17-02266,21.00,11.76
24951,BUDGET,Consumo,ART0005438,Articolo,ART0002133,ODP17-02266,7.00,35.00
24952,BUDGET,Consumo,ART0005439,Articolo,ART0002133,ODP17-02266,525.00,80.33
24953,BUDGET,Consumo,ART0005440,Articolo,ART0002859,ODP17-02266,7.00,161.00
24954,BUDGET,Consumo,ART0005440,Articolo,ART0002860,ODP17-02266,7.00,161.00
25014,BUDGET,Consumo,ART0005216,Articolo,ART0005136,ODP17-00667,1.00,0.00
25018,BUDGET,Consumo,ART0005443,Articolo,ART0000643,ODP17-02240,51.00,219.30
25020,BUDGET,Consumo,ART0005161,Articolo,ART0004410,ODP17-02240,130.00,18.74
25054,BUDGET,Consumo,ART0005446,Articolo,ART0000893,ODP17-02242,660.00,3.25
25055,BUDGET,Consumo,ART0005416,Articolo,ART0000893,ODP17-02242,90.00,7.02
25194,BUDGET,Consumo,ART0005447,Articolo,ART0000129,ODP17-01503,5.00,195.00
25195,BUDGET,Consumo,ART0005289,Articolo,ART0000312,ODP17-01503,32.00,64.00
25220,BUDGET,Consumo,ART0005451,Articolo,ART0001422,ODP17-02267,1200.00,18.96
25221,BUDGET,Consumo,ART0005168,Articolo,ART0002148,ODP17-02856,210.00,20.61
25223,BUDGET,Consumo,ART0001923,Articolo,ART0000804,ODP17-02889,1.00,258.89
25224,BUDGET,Consumo,ART0001813,Articolo,ART0000804,ODP17-02889,1.00,63.84
25225,BUDGET,Consumo,ART0001989,Articolo,ART0000804,ODP17-02889,1.00,4.99
25226,BUDGET,Consumo,ART0005261,Articolo,ART0000804,ODP17-02889,1.00,0.00
25227,BUDGET,Consumo,ART0005262,Articolo,ART0000804,ODP17-02889,1.00,0.00
25228,BUDGET,Consumo,ART0005412,Articolo,ART0000804,ODP17-02889,1.00,0.49
25229,BUDGET,Consumo,ART0003832,Articolo,ART0000804,ODP17-02889,2.00,5.00
25230,BUDGET,Consumo,ART0001866,Articolo,ART0000795,ODP17-02882,10.00,1354.36
25231,BUDGET,Consumo,ART0001759,Articolo,ART0000795,ODP17-02882,10.00,337.59
25232,BUDGET,Consumo,ART0005137,Articolo,ART0000795,ODP17-02882,10.00,0.00
25233,BUDGET,Consumo,ART0005152,Articolo,ART0000795,ODP17-02882,10.00,0.00
25234,BUDGET,Consumo,ART0003832,Articolo,ART0000795,ODP17-02882,20.00,50.00
25235,BUDGET,Consumo,ART0005153,Articolo,ART0000795,ODP17-02882,10.00,3.64
25236,BUDGET,Consumo,ART0001898,Articolo,ART0000783,ODP17-03148,2.00,324.90
25237,BUDGET,Consumo,ART0001786,Articolo,ART0000783,ODP17-03148,2.00,91.76
25238,BUDGET,Consumo,ART0001391,Articolo,ART0000783,ODP17-03148,2.00,5.59
25239,BUDGET,Consumo,ART0001387,Articolo,ART0000783,ODP17-03148,2.00,4.27
25240,BUDGET,Consumo,ART0005139,Articolo,ART0000783,ODP17-03148,2.00,0.64
25241,BUDGET,Consumo,ART0003831,Articolo,ART0000783,ODP17-03148,6.00,15.00
25242,BUDGET,Consumo,ART0002504,Articolo,ART0000783,ODP17-03148,2.00,81.90
25245,BUDGET,Consumo,ART0005213,Articolo,ART0000628,ODP17-02528,3905.00,320.19
25247,BUDGET,Consumo,ART0005287,Articolo,ART0000644,ODP17-02392,4200.00,126.42
25281,BUDGET,Consumo,ART0001897,Articolo,ART0000762,ODP17-02385,10.00,935.27
25282,BUDGET,Consumo,ART0001785,Articolo,ART0000762,ODP17-02385,10.00,365.94
25283,BUDGET,Consumo,ART0005149,Articolo,ART0000762,ODP17-02385,10.00,0.00
25284,BUDGET,Consumo,ART0005140,Articolo,ART0000762,ODP17-02385,30.00,45.00
25285,BUDGET,Consumo,ART0005150,Articolo,ART0000762,ODP17-02385,10.00,0.00
25286,BUDGET,Consumo,ART0005151,Articolo,ART0000762,ODP17-02385,10.00,1.47
25287,BUDGET,Consumo,ART0005453,Articolo,ART0000762,ODP17-02385,20.00,26.48
25288,BUDGET,Consumo,ART0005454,Articolo,ART0000762,ODP17-02385,10.00,3.51
25289,BUDGET,Consumo,ART0005154,Articolo,ART0001897,ODP17-02385,3000.00,73.04
25290,BUDGET,Consumo,ART0005217,Articolo,ART0001785,ODP17-02385,1600.00,206.87
25369,BUDGET,Consumo,ART0005439,Articolo,ART0002224,ODP17-02988,1088.00,166.46
25370,BUDGET,Consumo,ART0001074,Articolo,ART0002366,ODP17-02988,560.00,96.16
25371,BUDGET,Consumo,ART0005323,Articolo,ART0002793,ODP17-02988,60.00,468.00
25372,BUDGET,Consumo,ART0005459,Articolo,ART0003189,ODP17-02988,52.00,109.20
25432,BUDGET,Consumo,ART0005161,Articolo,ART0001741,ODP17-03214,70.00,10.09
25517,BUDGET,Consumo,ART0005340,Articolo,ART0001267,ODP17-03149,235.00,2.53
25518,BUDGET,Consumo,ART0005341,Articolo,ART0002267,ODP17-03149,260.00,8.32
25527,BUDGET,Consumo,ART0005160,Articolo,ART0001940,ODP17-02757,400.00,85.48
25528,BUDGET,Consumo,ART0005227,Articolo,ART0001830,ODP17-02757,300.00,44.10
25529,BUDGET,Consumo,ART0005227,Articolo,ART0001514,ODP17-02757,90.00,13.23
25534,BUDGET,Consumo,ART0005144,Articolo,ART0001493,ODP17-02572,23.00,17.25
25535,BUDGET,Consumo,ART0005313,Articolo,ART0001636,ODP17-02572,1680.00,2.02
25536,BUDGET,Consumo,ART0005181,Articolo,ART0001637,ODP17-02572,1720.00,8.60
25538,BUDGET,Consumo,ART0005462,Articolo,ART0001745,ODP17-02572,185.00,74.59
25539,BUDGET,Consumo,ART0005154,Articolo,ART0002228,ODP17-02572,90.00,2.19
25540,BUDGET,Consumo,ART0005232,Articolo,ART0002262,ODP17-02572,40.00,4.13
25541,BUDGET,Consumo,ART0005164,Articolo,ART0002263,ODP17-02572,38.00,3.33
25542,BUDGET,Consumo,ART0005463,Articolo,ART0002455,ODP17-02572,470.00,99.10
25543,BUDGET,Consumo,ART0005464,Articolo,ART0002456,ODP17-02572,310.00,34.77
25545,BUDGET,Consumo,ART0005466,Articolo,ART0002580,ODP17-02572,1.00,0.00
25546,BUDGET,Consumo,ART0005467,Articolo,ART0002581,ODP17-02572,1.00,21.00
25548,BUDGET,Consumo,ART0005328,Articolo,ART0002958,ODP17-02572,32.00,5.26
25549,BUDGET,Consumo,ART0005436,Articolo,ART0002959,ODP17-02572,30.00,10.01
25550,BUDGET,Consumo,ART0005394,Articolo,ART0002988,ODP17-02572,35.00,29.17
25551,BUDGET,Consumo,ART0005468,Articolo,ART0002989,ODP17-02572,25.00,19.01
25552,BUDGET,Consumo,ART0005409,Articolo,ART0002990,ODP17-02572,40.00,13.55
25553,BUDGET,Consumo,ART0005385,Articolo,ART0003195,ODP17-02572,440.00,1.16
25554,BUDGET,Consumo,ART0005469,Articolo,ART0005028,ODP17-02243,195.00,60.37
25555,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-03728,4.00,0.00
25571,BUDGET,Consumo,ART0005470,Articolo,ART0005136,ODP17-03787,50.00,0.00
25631,BUDGET,Consumo,ART0005348,Articolo,ART0001252,ODP17-02892,490.00,12.22
25633,BUDGET,Consumo,ART0005471,Articolo,ART0001497,ODP17-02892,16.00,10.75
25634,BUDGET,Consumo,ART0005325,Articolo,ART0001653,ODP17-02892,1110.00,5.32
25636,BUDGET,Consumo,ART0005249,Articolo,ART0002271,ODP17-02892,96.00,0.00
25639,BUDGET,Consumo,ART0005165,Articolo,ART0002829,ODP17-02892,120.00,58.83
25640,BUDGET,Consumo,ART0005383,Articolo,ART0002918,ODP17-02892,50.00,32.96
25641,BUDGET,Consumo,ART0005383,Articolo,ART0002919,ODP17-02892,40.00,26.37
25642,BUDGET,Consumo,ART0005190,Articolo,ART0003309,ODP17-02892,57.00,5.54
25643,BUDGET,Consumo,ART0005190,Articolo,ART0003310,ODP17-02892,30.00,2.92
25649,BUDGET,Consumo,ART0005472,Articolo,ART0002012,ODP17-02685,1.00,22.00
25656,BUDGET,Consumo,ART0001898,Articolo,ART0000783,ODP17-02529,6.00,900.14
25657,BUDGET,Consumo,ART0001786,Articolo,ART0000783,ODP17-02529,6.00,244.70
25658,BUDGET,Consumo,ART0001391,Articolo,ART0000783,ODP17-02529,6.00,16.96
25659,BUDGET,Consumo,ART0001387,Articolo,ART0000783,ODP17-02529,6.00,18.13
25660,BUDGET,Consumo,ART0005139,Articolo,ART0000783,ODP17-02529,6.00,1.93
25661,BUDGET,Consumo,ART0003831,Articolo,ART0000783,ODP17-02529,18.00,45.00
25662,BUDGET,Consumo,ART0002504,Articolo,ART0000783,ODP17-02529,6.00,177.52
25668,BUDGET,Consumo,ART0005161,Articolo,ART0001898,ODP17-02529,1150.00,165.24
25669,BUDGET,Consumo,ART0005148,Articolo,ART0001786,ODP17-02529,850.00,91.84
25670,BUDGET,Consumo,ART0005190,Articolo,ART0001391,ODP17-02529,234.00,22.75
25672,BUDGET,Consumo,ART0005479,Articolo,ART0002504,ODP17-02529,16.00,72.00
25673,BUDGET,Consumo,ART0005457,Articolo,ART0001908,ODP17-02529,1485.00,46.11
25676,BUDGET,Consumo,ART0005480,Articolo,ART0003105,ODP17-03508,110.00,0.65
25678,BUDGET,Consumo,ART0005481,Articolo,ART0001733,ODP17-02883,15.00,123.00
25680,BUDGET,Consumo,ART0005227,Articolo,ART0001739,ODP17-02942,180.00,26.46
25709,BUDGET,Consumo,ART0005168,Articolo,ART0001989,ODP17-02503,101.00,9.91
25750,BUDGET,Consumo,ART0001891,Articolo,ART0000850,ODP17-02710,3.00,297.75
25751,BUDGET,Consumo,ART0001779,Articolo,ART0000850,ODP17-02710,3.00,102.56
25752,BUDGET,Consumo,ART0005222,Articolo,ART0000850,ODP17-02710,6.00,12.00
25753,BUDGET,Consumo,ART0001404,Articolo,ART0000850,ODP17-02710,6.00,14.06
25754,BUDGET,Consumo,ART0005223,Articolo,ART0000850,ODP17-02710,3.00,0.34
25755,BUDGET,Consumo,ART0005483,Articolo,ART0001180,ODP17-02710,630.00,0.00
25756,BUDGET,Consumo,ART0005167,Articolo,ART0001566,ODP17-02710,2610.00,1.22
25758,BUDGET,Consumo,ART0005142,Articolo,ART0003101,ODP17-02710,70.00,4.21
25766,BUDGET,Consumo,ART0005484,Articolo,ART0001185,ODP17-03076,352.00,0.00
25767,BUDGET,Consumo,ART0005274,Articolo,ART0002109,ODP17-03076,100.00,0.13
25769,BUDGET,Consumo,ART0005485,Articolo,ART0002866,ODP17-03076,90.00,22.41
25773,BUDGET,Consumo,ART0001829,Articolo,ART0000790,ODP17-02941,1.00,188.00
25774,BUDGET,Consumo,ART0001939,Articolo,ART0000790,ODP17-02941,1.00,263.79
25775,BUDGET,Consumo,ART0005137,Articolo,ART0000790,ODP17-02941,1.00,0.00
25776,BUDGET,Consumo,ART0005138,Articolo,ART0000790,ODP17-02941,1.00,0.00
25777,BUDGET,Consumo,ART0001987,Articolo,ART0000790,ODP17-02941,1.00,50.68
25778,BUDGET,Consumo,ART0003831,Articolo,ART0000790,ODP17-02941,5.00,12.50
25779,BUDGET,Consumo,ART0005487,Articolo,ART0000790,ODP17-02941,1.00,0.00
25780,BUDGET,Consumo,ART0005328,Articolo,ART0001829,ODP17-02941,183.00,30.10
25781,BUDGET,Consumo,ART0005488,Articolo,ART0001939,ODP17-02941,165.00,11.29
25916,BUDGET,Consumo,ART0005485,Articolo,ART0001794,ODP17-03188,994.00,337.85
25917,BUDGET,Consumo,ART0005439,Articolo,ART0002139,ODP17-03150,104.00,15.91
25918,BUDGET,Consumo,ART0005439,Articolo,ART0002140,ODP17-03150,108.00,16.52
25920,BUDGET,Consumo,ART0005279,Articolo,ART0002895,ODP17-03150,280.00,25.88
25921,BUDGET,Consumo,ART0005279,Articolo,ART0002896,ODP17-03150,280.00,25.88
25929,BUDGET,Consumo,ART0005491,Articolo,ART0001776,ODP17-03075,136.00,52.00
25930,BUDGET,Consumo,ART0005161,Articolo,ART0001889,ODP17-03075,180.00,24.65
26049,BUDGET,Consumo,ART0005493,Articolo,ART0001264,ODP17-02891,305.00,0.82
26122,BUDGET,Consumo,ART0005325,Articolo,ART0001590,ODP17-03506,880.00,4.21
26123,BUDGET,Consumo,ART0005511,Articolo,ART0002530,ODP17-03506,2.00,48.00
26130,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-03788,1.00,0.00
26135,BUDGET,Consumo,ART0001913,Articolo,ART0000786,ODP17-03579,1.00,247.45
26136,BUDGET,Consumo,ART0001786,Articolo,ART0000786,ODP17-03579,1.00,45.88
26137,BUDGET,Consumo,ART0001391,Articolo,ART0000786,ODP17-03579,1.00,2.83
26138,BUDGET,Consumo,ART0001387,Articolo,ART0000786,ODP17-03579,1.00,3.02
26139,BUDGET,Consumo,ART0005139,Articolo,ART0000786,ODP17-03579,1.00,0.32
26140,BUDGET,Consumo,ART0003831,Articolo,ART0000786,ODP17-03579,3.00,7.50
26141,BUDGET,Consumo,ART0002504,Articolo,ART0000786,ODP17-03579,1.00,40.95
26142,BUDGET,Consumo,ART0001898,Articolo,ART0001913,ODP17-03579,1.00,162.45
26195,BUDGET,Consumo,ART0005215,Articolo,ART0000645,ODP17-03507,1040.00,146.01
26347,BUDGET,Consumo,ART0005537,Articolo,ART0004152,ODP17-01270,4260.00,14.20
26377,BUDGET,Consumo,ART0005538,Articolo,ART0004014,ODP17-03843,110.00,399.41
26453,BUDGET,Consumo,ART0005273,Articolo,ART0003940,ODP17-03082,460.00,241.42
26455,BUDGET,Consumo,ART0005426,Articolo,ART0004149,ODP17-03082,3745.00,5.38
26464,BUDGET,Consumo,ART0005543,Articolo,ART0005026,ODP17-02807,150.00,63.02
26466,BUDGET,Consumo,ART0005323,Articolo,ART0002793,ODP17-03852,20.00,196.00
26467,BUDGET,Consumo,ART0005544,Articolo,ART0001265,ODP17-03125,450.00,328.00
26468,BUDGET,Consumo,ART0005545,Articolo,ART0001266,ODP17-03125,750.00,72.00
26469,BUDGET,Consumo,ART0005546,Articolo,ART0001515,ODP17-03125,1.00,25.00
26471,BUDGET,Consumo,ART0005548,Articolo,ART0001669,ODP17-03125,1280.00,4.00
26472,BUDGET,Consumo,ART0005505,Articolo,ART0001670,ODP17-03125,800.00,1.28
26473,BUDGET,Consumo,ART0005549,Articolo,ART0002017,ODP17-03125,1.00,51.00
26474,BUDGET,Consumo,ART0005550,Articolo,ART0002018,ODP17-03125,1.00,42.00
26475,BUDGET,Consumo,ART0005551,Articolo,ART0002019,ODP17-03125,1.00,49.00
26477,BUDGET,Consumo,ART0005553,Articolo,ART0002284,ODP17-03125,1.00,13.50
26480,BUDGET,Consumo,ART0005556,Articolo,ART0002718,ODP17-03125,1.00,50.00
26481,BUDGET,Consumo,ART0005557,Articolo,ART0002719,ODP17-03125,1.00,43.00
26482,BUDGET,Consumo,ART0005558,Articolo,ART0002836,ODP17-03125,189.00,348.33
26484,BUDGET,Consumo,ART0005548,Articolo,ART0003275,ODP17-03125,280.00,0.88
26612,BUDGET,Consumo,ART0005560,Articolo,ART0002502,ODP17-03938,140.00,21.27
26621,BUDGET,Consumo,ART0005229,Articolo,ART0001154,ODP17-03979,4500.00,33.75
26622,BUDGET,Consumo,ART0005291,Articolo,ART0001433,ODP17-03979,800.00,6.12
26636,BUDGET,Consumo,ART0003839,Articolo,ART0005136,ODP17-04538,2.00,10.00
26637,BUDGET,Consumo,ART0001807,Articolo,ART0005136,ODP17-04538,1.00,52.35
26638,BUDGET,Consumo,ART0003839,Articolo,ART0005136,ODP17-04538,2.00,10.00
26645,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-04557,42.00,0.00
26646,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-04557,12.00,0.00
26786,BUDGET,Consumo,ART0005186,Articolo,ART0002172,ODP17-04651,80.00,2.21
26798,BUDGET,Consumo,ART0005583,Articolo,ART0001218,ODP17-04800,275.00,1.03
26799,BUDGET,Consumo,ART0005176,Articolo,ART0005136,ODP17-05306,12.00,0.00
26831,BUDGET,Consumo,ART0005403,Articolo,ART0004175,ODP17-03187,135.00,28.85
26877,BUDGET,Consumo,ART0001886,Articolo,ART0000848,ODP17-03845,15.00,1233.23
26878,BUDGET,Consumo,ART0001775,Articolo,ART0000848,ODP17-03845,15.00,693.94
26879,BUDGET,Consumo,ART0001403,Articolo,ART0000848,ODP17-03845,15.00,50.00
26880,BUDGET,Consumo,ART0005222,Articolo,ART0000848,ODP17-03845,45.00,90.00
26881,BUDGET,Consumo,ART0005332,Articolo,ART0000848,ODP17-03845,30.00,90.85
26882,BUDGET,Consumo,ART0005283,Articolo,ART0000848,ODP17-03845,15.00,1.31
26883,BUDGET,Consumo,ART0005354,Articolo,ART0002740,ODP17-03845,2450.00,68.60
26884,BUDGET,Consumo,ART0005434,Articolo,ART0001886,ODP17-03845,2880.00,53.23
26885,BUDGET,Consumo,ART0005334,Articolo,ART0001775,ODP17-03845,2465.00,179.12
26887,BUDGET,Consumo,ART0001776,Articolo,ART0000779,ODP17-03577,2.00,116.78
26888,BUDGET,Consumo,ART0001889,Articolo,ART0000779,ODP17-03577,2.00,270.90
26889,BUDGET,Consumo,ART0003831,Articolo,ART0000779,ODP17-03577,4.00,10.00
26890,BUDGET,Consumo,ART0005139,Articolo,ART0000779,ODP17-03577,2.00,0.64
26891,BUDGET,Consumo,ART0005137,Articolo,ART0000779,ODP17-03577,2.00,0.00
26892,BUDGET,Consumo,ART0005138,Articolo,ART0000779,ODP17-03577,2.00,0.00
26893,BUDGET,Consumo,ART0005148,Articolo,ART0001776,ODP17-03577,272.00,30.85
26894,BUDGET,Consumo,ART0005161,Articolo,ART0001889,ODP17-03577,360.00,49.29
26928,BUDGET,Consumo,ART0005588,Articolo,ART0001047,ODP17-04046,270.00,12.40
26929,BUDGET,Consumo,ART0005589,Articolo,ART0001047,ODP17-04046,240.00,7.83
26930,BUDGET,Consumo,ART0005590,Articolo,ART0001046,ODP17-04046,340.00,0.00
26931,BUDGET,Consumo,ART0005591,Articolo,ART0001046,ODP17-04046,240.00,4.32
26937,BUDGET,Consumo,ART0005213,Articolo,ART0001095,ODP17-04046,15.00,1.23
26938,BUDGET,Consumo,ART0005417,Articolo,ART0001095,ODP17-04046,30.00,0.39
26941,BUDGET,Consumo,ART0005172,Articolo,ART0004386,ODP17-03849,780.00,12.99
26995,BUDGET,Consumo,ART0005593,Articolo,ART0003824,ODP17-03405,1000.00,5.94
27071,BUDGET,Consumo,ART0001880,Articolo,ART0000772,ODP17-03844,1.00,163.82
27072,BUDGET,Consumo,ART0001768,Articolo,ART0000772,ODP17-03844,1.00,72.09
27073,BUDGET,Consumo,ART0005145,Articolo,ART0000772,ODP17-03844,1.00,0.00
27074,BUDGET,Consumo,ART0005137,Articolo,ART0000772,ODP17-03844,1.00,0.00
27075,BUDGET,Consumo,ART0003831,Articolo,ART0000772,ODP17-03844,3.00,7.50
27076,BUDGET,Consumo,ART0005146,Articolo,ART0000772,ODP17-03844,1.00,0.00
27077,BUDGET,Consumo,ART0005154,Articolo,ART0001880,ODP17-03844,260.00,14.13
27078,BUDGET,Consumo,ART0005148,Articolo,ART0001768,ODP17-03844,200.00,22.68
27087,BUDGET,Consumo,ART0001869,Articolo,ART0000797,ODP17-03730,1.00,228.64
27088,BUDGET,Consumo,ART0001761,Articolo,ART0000797,ODP17-03730,1.00,71.44
27089,BUDGET,Consumo,ART0001389,Articolo,ART0000797,ODP17-03730,1.00,12.50
27090,BUDGET,Consumo,ART0001385,Articolo,ART0000797,ODP17-03730,1.00,12.50
27091,BUDGET,Consumo,ART0001983,Articolo,ART0000797,ODP17-03730,1.00,37.50
27092,BUDGET,Consumo,ART0005412,Articolo,ART0000797,ODP17-03730,1.00,0.49
27093,BUDGET,Consumo,ART0003832,Articolo,ART0000797,ODP17-03730,3.00,7.50
27094,BUDGET,Consumo,ART0001074,Articolo,ART0001869,ODP17-03730,220.00,37.78
27095,BUDGET,Consumo,ART0005227,Articolo,ART0001761,ODP17-03730,180.00,27.77
